PartitionKey,RowKey,Timestamp,HotelLocationTemp,HotelLocationTemp@type,MillisecondsToReservation,MillisecondsToReservation@type,ReservationDateTime,ReservationDateTime@type,ReservationId,ReservationId@type,Reserved,Reserved@type,RoomType,RoomType@type,UserLocationTemp,UserLocationTemp@type,ViewDateTime,ViewDateTime@type
b7d44152-d9f2-4260-b2da-e23485ab4bac,0ae5ead8-7ff2-4c1b-aa6b-486c48fc6a59,2020-11-09T18:28:23.481Z,37,Edm.Int32,4838,Edm.Double,2002-10-02T07:00:04.838Z,Edm.DateTime,5c614728-5293-4198-9542-7b61c11c8fb1,Edm.Guid,1,Edm.Int32,presidential,Edm.String,22,Edm.Int32,2002-10-02T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,0b78a835-f2ff-410e-9cab-ed0628599f4a,2020-11-09T18:28:46.776Z,30,Edm.Int32,,,,,2e4ac30d-cc71-4fab-8925-850feec8c06e,Edm.Guid,0,Edm.Int32,presidential,Edm.String,-22,Edm.Int32,2017-12-27T08:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,0bfa45b6-9d47-44f3-bc9f-5da316972fed,2020-11-09T18:28:14.291Z,35,Edm.Int32,,,,,e32e0f70-6037-4ac9-b1e4-c9f2b9375912,Edm.Guid,0,Edm.Int32,king,Edm.String,30,Edm.Int32,2014-11-29T08:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,0d7a1871-630f-4391-ac00-afd45da67f87,2020-11-09T18:28:10.145Z,30,Edm.Int32,,,,,76be09ad-59a0-4ad3-a262-fc78161cfebd,Edm.Guid,0,Edm.Int32,presidential,Edm.String,20,Edm.Int32,2006-07-31T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,0f50f354-6a83-4234-b143-8ed76993d7b8,2020-11-09T18:28:39.440Z,34,Edm.Int32,,,,,e5be0cdd-11cc-4cab-890f-a45a8eadac73,Edm.Guid,0,Edm.Int32,queen,Edm.String,-16,Edm.Int32,2007-10-01T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,104fe3d9-181d-4414-98d5-ef803ec3e6c8,2020-11-09T18:28:44.829Z,26,Edm.Int32,,,,,b0600a29-9e9d-4881-b768-c55183675379,Edm.Guid,0,Edm.Int32,king,Edm.String,24,Edm.Int32,2016-10-04T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,1128c980-df38-4bd2-8a7a-9f3e085c1fa6,2020-11-09T18:28:15.818Z,29,Edm.Int32,,,,,b151ff46-90b3-45bb-a8cf-a4564b321bb6,Edm.Guid,0,Edm.Int32,twin,Edm.String,-10,Edm.Int32,1996-10-16T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,112e7ebf-478f-471f-ba4a-2fdc08e84574,2020-11-09T18:28:11.181Z,33,Edm.Int32,,,,,6e102fed-a8b5-4213-a525-883190fb5d83,Edm.Guid,0,Edm.Int32,queen,Edm.String,17,Edm.Int32,2004-08-07T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,12768f07-9db6-44e4-9ffb-a74850f3f87d,2020-11-09T18:28:26.526Z,25,Edm.Int32,10260,Edm.Double,2008-06-30T07:00:10.260Z,Edm.DateTime,2a07d23a-13db-413a-a5bf-927441d72bac,Edm.Guid,1,Edm.Int32,king,Edm.String,21,Edm.Int32,2008-06-30T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,12e98df7-cd1c-40f9-a416-d3ab19a612ea,2020-11-09T18:28:22.579Z,25,Edm.Int32,,,,,56013762-8ac0-4f88-a487-07068abd1809,Edm.Guid,0,Edm.Int32,king,Edm.String,27,Edm.Int32,2011-09-21T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,1309c1bc-bb8e-4fb1-b316-54da3e0016b9,2020-11-09T18:28:26.345Z,32,Edm.Int32,,,,,01418896-1e05-4858-9b47-4f0271536f22,Edm.Guid,0,Edm.Int32,presidential,Edm.String,18,Edm.Int32,2011-04-02T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,13538225-d4d5-4ef1-a041-b27e09ff19af,2020-11-09T18:28:12.535Z,38,Edm.Int32,,,,,1d20a634-ecc1-4e2b-9365-111781b44f40,Edm.Guid,0,Edm.Int32,queen,Edm.String,24,Edm.Int32,2005-07-20T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,153d3f12-0d3b-4715-bc55-2e52e31f386a,2020-11-09T18:28:29.780Z,25,Edm.Int32,6748,Edm.Double,1996-01-27T08:00:06.748Z,Edm.DateTime,cc9954a3-cca8-4d39-a42e-06959992060b,Edm.Guid,1,Edm.Int32,twin,Edm.String,17,Edm.Int32,1996-01-27T08:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,174c33ec-fc75-49fb-8728-5e3016e0281a,2020-11-09T18:28:29.024Z,32,Edm.Int32,,,,,be617ca6-fba3-4b18-8f74-c59f381a236c,Edm.Guid,0,Edm.Int32,twin,Edm.String,15,Edm.Int32,2010-04-23T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,17baafed-7d8f-4e23-815d-25da9b850245,2020-11-09T18:28:22.097Z,30,Edm.Int32,64468,Edm.Double,1999-04-25T07:01:04.468Z,Edm.DateTime,d0e45926-e7c6-40ef-8b60-8ab7d08f527d,Edm.Guid,1,Edm.Int32,twin,Edm.String,-18,Edm.Int32,1999-04-25T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,181c424a-a5b0-4109-815f-8d7c05b46374,2020-11-09T18:28:41.597Z,36,Edm.Int32,,,,,87f50bba-4516-4652-b931-9a202d534da9,Edm.Guid,0,Edm.Int32,twin,Edm.String,-21,Edm.Int32,2019-07-24T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,1862ff35-c52e-4721-acd4-afc608812dcb,2020-11-09T18:28:40.320Z,32,Edm.Int32,,,,,18ea9aa1-ea51-43e4-b9eb-94c216585277,Edm.Guid,0,Edm.Int32,presidential,Edm.String,20,Edm.Int32,2015-07-23T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,1882cde3-4fb0-4a39-b8ff-f1a796b8cab3,2020-11-09T18:28:22.991Z,35,Edm.Int32,,,,,9ec100d8-695c-43e6-9530-52af15a3959a,Edm.Guid,0,Edm.Int32,king,Edm.String,-23,Edm.Int32,2017-01-13T08:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,1995b0f3-1c6f-428f-81a2-60bf148641e8,2020-11-09T18:28:27.895Z,34,Edm.Int32,40804,Edm.Double,2012-05-17T07:00:40.804Z,Edm.DateTime,e1121be9-fe44-4ea8-8446-99c8253a7a1c,Edm.Guid,1,Edm.Int32,queen,Edm.String,14,Edm.Int32,2012-05-17T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,19cecf89-c0e2-43aa-abb3-80f3e0f9a7e4,2020-11-09T18:28:14.969Z,26,Edm.Int32,,,,,75da3382-5e0f-4ee2-9cd7-537b57827ad3,Edm.Guid,0,Edm.Int32,queen,Edm.String,23,Edm.Int32,2012-04-10T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,1a1647bd-9a14-4709-bfb5-41e674683a11,2020-11-09T18:28:17.089Z,32,Edm.Int32,5559,Edm.Double,2015-01-12T08:00:05.559Z,Edm.DateTime,5725f1e4-76c1-4a95-82a8-7ca0751d89cc,Edm.Guid,1,Edm.Int32,presidential,Edm.String,19,Edm.Int32,2015-01-12T08:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,1a9cf147-527e-4e5f-ba30-bd093eb39429,2020-11-09T18:28:08.390Z,39,Edm.Int32,,,,,36c9ae63-c527-4ab3-aa3b-d42c202c2efb,Edm.Guid,0,Edm.Int32,king,Edm.String,26,Edm.Int32,2008-03-29T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,1b01df04-e896-4c30-8126-7da15ed089ec,2020-11-09T18:28:22.360Z,29,Edm.Int32,,,,,526c569a-307e-4397-b9fa-6c8e1894cdca,Edm.Guid,0,Edm.Int32,queen,Edm.String,16,Edm.Int32,2005-02-19T08:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,1b9342f7-70ac-4221-8343-9cfbfe6babfa,2020-11-09T18:28:29.602Z,30,Edm.Int32,13330,Edm.Double,2012-03-19T07:00:13.330Z,Edm.DateTime,9ccaa146-264f-4715-9e2c-5328fe282065,Edm.Guid,1,Edm.Int32,king,Edm.String,16,Edm.Int32,2012-03-19T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,1d5267f4-01df-4603-82e4-33fa1db80ed7,2020-11-09T18:28:31.242Z,26,Edm.Int32,,,,,552f20b0-ebd3-4b6b-8bfc-f27a6d397844,Edm.Guid,0,Edm.Int32,king,Edm.String,-22,Edm.Int32,2003-05-07T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,1db5d33f-009f-4f3e-af21-2b155d97d6cd,2020-11-09T18:28:46.008Z,28,Edm.Int32,,,,,699d8942-c98b-4c29-b588-7cec302fce13,Edm.Guid,0,Edm.Int32,twin,Edm.String,21,Edm.Int32,1995-08-25T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,1e103823-bc78-4c17-87c1-8bbf31f693ab,2020-11-09T18:28:12.959Z,39,Edm.Int32,,,,,39b19887-6302-4383-adc5-f4080cf89102,Edm.Guid,0,Edm.Int32,presidential,Edm.String,31,Edm.Int32,1996-04-15T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,1e99fab4-19b8-4ea6-8a51-37b4a62e1053,2020-11-09T18:28:49.541Z,38,Edm.Int32,19370,Edm.Double,2008-12-10T08:00:19.370Z,Edm.DateTime,de919e56-fe1d-4203-865b-d4e441871d29,Edm.Guid,1,Edm.Int32,twin,Edm.String,23,Edm.Int32,2008-12-10T08:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,1ee11a6a-5643-4775-ac8b-d433a6eab808,2020-11-09T18:28:50.335Z,39,Edm.Int32,,,,,53f99598-4177-491c-b30a-f56b7f501ab5,Edm.Guid,0,Edm.Int32,queen,Edm.String,36,Edm.Int32,1997-02-21T08:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,1f5b3869-b432-47fb-8db7-50d9b70bbeba,2020-11-09T18:28:11.636Z,34,Edm.Int32,,,,,c89cf902-1cad-4cb7-9615-a11dab2965b5,Edm.Guid,0,Edm.Int32,queen,Edm.String,37,Edm.Int32,2014-06-15T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,2029d420-9ffe-4372-8f20-7c7bff5ea07c,2020-11-09T18:28:30.495Z,35,Edm.Int32,,,,,4209f3b4-473e-4e80-b99f-3909022dd4e3,Edm.Guid,0,Edm.Int32,queen,Edm.String,24,Edm.Int32,1997-01-11T08:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,20d6c0dd-3011-4252-80b8-679ec988d7e7,2020-11-09T18:28:08.118Z,27,Edm.Int32,3793,Edm.Double,2000-09-19T07:00:03.793Z,Edm.DateTime,a99cec77-8a6a-4ffb-aec4-6d58aeac8134,Edm.Guid,1,Edm.Int32,presidential,Edm.String,23,Edm.Int32,2000-09-19T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,23ae8bc3-a33f-483f-b93d-fbe1d1bb0e61,2020-11-09T18:28:43.200Z,31,Edm.Int32,,,,,83abd06a-1def-4ffc-be32-70084215207e,Edm.Guid,0,Edm.Int32,king,Edm.String,38,Edm.Int32,2013-06-05T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,242a5d55-ea48-45be-9d9a-d6cbfe2404b1,2020-11-09T18:28:32.000Z,27,Edm.Int32,,,,,d744f39b-614e-4172-886b-11b02d1e1a21,Edm.Guid,0,Edm.Int32,king,Edm.String,15,Edm.Int32,1997-01-23T08:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,24fd0df7-e14f-4eff-9b4d-4a38122b1e3b,2020-11-09T18:28:15.999Z,28,Edm.Int32,,,,,e7f6b08d-9e9b-426c-9de5-3d45562269b0,Edm.Guid,0,Edm.Int32,king,Edm.String,-27,Edm.Int32,2000-01-27T08:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,2632af92-2825-4f0e-b867-0f2a3148df77,2020-11-09T18:28:47.777Z,37,Edm.Int32,,,,,5719e6d9-17a2-47e9-8bab-22ad655e10a4,Edm.Guid,0,Edm.Int32,presidential,Edm.String,-2,Edm.Int32,2016-06-15T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,266dddd6-50b5-4d6a-83ca-bea5d2f093bf,2020-11-09T18:28:33.300Z,28,Edm.Int32,,,,,3eb9e99e-8ab9-489b-a3ff-71eccce5f96c,Edm.Guid,0,Edm.Int32,king,Edm.String,27,Edm.Int32,2008-05-12T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,26c5534a-bf31-44b1-8428-bf67cf2dc01b,2020-11-09T18:28:26.436Z,25,Edm.Int32,16951,Edm.Double,2010-09-02T07:00:16.951Z,Edm.DateTime,28288551-7099-4682-8c7b-15c657e5a9c5,Edm.Guid,1,Edm.Int32,queen,Edm.String,18,Edm.Int32,2010-09-02T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,2727da42-31ce-4d4e-b6f7-560627602a10,2020-11-09T18:28:07.479Z,35,Edm.Int32,,,,,decee0fc-f143-488e-a285-385685145844,Edm.Guid,0,Edm.Int32,twin,Edm.String,17,Edm.Int32,2018-08-15T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,27bb5917-630f-4772-b690-cfc9253aaf96,2020-11-09T18:28:22.193Z,25,Edm.Int32,,,,,06db9d13-b35a-4be2-806f-5b19195a2846,Edm.Guid,0,Edm.Int32,king,Edm.String,32,Edm.Int32,1999-06-03T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,2817dd3b-24bb-4cb0-8aea-bd5434842a77,2020-11-09T18:28:23.580Z,26,Edm.Int32,,,,,2b3bc3be-a627-444f-9b58-dfc0c813af0d,Edm.Guid,0,Edm.Int32,king,Edm.String,39,Edm.Int32,2001-05-13T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,28d72312-1ab2-49b6-87a1-4f840f007397,2020-11-09T18:28:27.697Z,37,Edm.Int32,,,,,e9bac54b-6dd3-45e6-afa4-33ae1e6613e2,Edm.Guid,0,Edm.Int32,presidential,Edm.String,26,Edm.Int32,2009-07-11T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,2960ce4d-f558-489b-8afa-f8a5e880a8fb,2020-11-09T18:28:47.564Z,30,Edm.Int32,32612,Edm.Double,2020-10-04T07:00:32.612Z,Edm.DateTime,4ad0a1fd-6240-4779-8bb5-e8286d569902,Edm.Guid,1,Edm.Int32,twin,Edm.String,17,Edm.Int32,2020-10-04T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,29aac6dd-215f-4d92-8010-2020a6d29199,2020-11-09T18:28:18.373Z,36,Edm.Int32,254952,Edm.Double,2002-02-20T08:04:14.952Z,Edm.DateTime,35409b2c-e14b-46a4-a1a2-2cb83349a9c1,Edm.Guid,1,Edm.Int32,queen,Edm.String,25,Edm.Int32,2002-02-20T08:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,2a5d9473-eb4e-4557-9845-235a747e27d0,2020-11-09T18:28:51.738Z,37,Edm.Int32,,,,,e765f6ad-4e81-4836-8af1-e649e7a4b3a9,Edm.Guid,0,Edm.Int32,queen,Edm.String,28,Edm.Int32,2016-06-26T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,2ade3674-f81c-4033-a690-69d0289ed382,2020-11-09T18:28:23.663Z,27,Edm.Int32,,,,,a113ed48-ca3e-40ba-8ed9-20e505e94c84,Edm.Guid,0,Edm.Int32,presidential,Edm.String,20,Edm.Int32,1996-04-18T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,2b3d1217-5421-4922-877f-2aa431f649b9,2020-11-09T18:28:18.245Z,28,Edm.Int32,310250,Edm.Double,2015-11-03T08:05:10.250Z,Edm.DateTime,3b38be43-0283-421d-9451-1423eb9b0cb9,Edm.Guid,1,Edm.Int32,king,Edm.String,32,Edm.Int32,2015-11-03T08:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,2c35ed3f-c5e3-487b-b956-9a5a52846938,2020-11-09T18:28:25.398Z,37,Edm.Int32,,,,,6930d8d0-1f5f-43ca-9dcb-5c961c53bbc5,Edm.Guid,0,Edm.Int32,king,Edm.String,39,Edm.Int32,1996-04-02T08:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,2c64efa9-0f37-4735-8947-4ca41459cb90,2020-11-09T18:28:10.787Z,29,Edm.Int32,29527,Edm.Double,2006-04-29T07:00:29.527Z,Edm.DateTime,2bf9d7e0-e053-4b12-8868-465e7ea9c87b,Edm.Guid,1,Edm.Int32,king,Edm.String,-4,Edm.Int32,2006-04-29T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,2c77571f-0c5d-4673-ae78-e9153b95859f,2020-11-09T18:28:34.056Z,27,Edm.Int32,,,,,b113c1a5-3b64-4572-b84f-adbdd7848dad,Edm.Guid,0,Edm.Int32,king,Edm.String,28,Edm.Int32,2012-05-20T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,2c862430-4ef7-44e9-9475-6e8353f8c5ec,2020-11-09T18:28:28.557Z,37,Edm.Int32,8008,Edm.Double,1996-08-15T07:00:08.008Z,Edm.DateTime,a221f35c-4e87-4ff1-9294-79799af85fdf,Edm.Guid,1,Edm.Int32,presidential,Edm.String,23,Edm.Int32,1996-08-15T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,2d98bb21-a0bb-4fef-94af-187433eabfd4,2020-11-09T18:28:10.188Z,28,Edm.Int32,,,,,0afaef2f-9607-4230-99b4-4e506b5c6a24,Edm.Guid,0,Edm.Int32,twin,Edm.String,17,Edm.Int32,2014-06-26T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,2e2b9af0-4e3b-433b-aee1-b94a01d3a20a,2020-11-09T18:28:42.754Z,29,Edm.Int32,,,,,f9e2894b-f240-42ee-82ed-e1d8f97965dc,Edm.Guid,0,Edm.Int32,presidential,Edm.String,21,Edm.Int32,2013-11-11T08:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,2e5a3ef4-701a-496e-a2e3-2c58c2e8f598,2020-11-09T18:28:13.273Z,26,Edm.Int32,,,,,0aaa6c0c-98fb-48bb-803e-94c1fd901962,Edm.Guid,0,Edm.Int32,king,Edm.String,-19,Edm.Int32,1996-07-01T07:00:00.000Z,Edm.DateTime
b7d44152-d9f2-4260-b2da-e23485ab4bac,2f0d902b-aa3f-4a91-a7ce-c1269ab610fb,2020-11-09T18:28:17.788Z,28,Edm.Int32,103950,Edm.Double,2004-04-28T07:01:43.950Z,Edm.DateTime,bcc097e6-7bad-4442-b439-80fc3cc127c7,Edm.Guid,1,Edm.Int32,queen,Edm.String,30,Edm.Int32,2004-04-28T07:00:00.000Z,Edm.DateTime
